rank,resume_id,overall_score,skill_score,job_title_score,degree_score,institution_score,certification_score,experience_score
40,20824105,0.20394663949971617,0.5608532586242194,0.0,0.0,0.0,0.0,0.0
41,14871762,0.20023739667719034,0.5506528408622734,0.0,0.0,0.0,0.0,0.0
42,12920612,0.19313689801554323,0.0,0.8498023512683903,0.0,0.0,0.0,0.0
43,12338274,0.1920506617269268,0.0,0.845022911598478,0.0,0.0,0.0,0.0
44,43378989,0.1881248841244161,0.0,0.8277494901474309,0.0,0.0,0.0,0.0
45,71767359,0.1881248841244161,0.0,0.8277494901474309,0.0,0.0,0.0,0.0
46,20674668,0.1881248841244161,0.0,0.8277494901474309,0.0,0.0,0.0,0.0
47,15746146,0.1881248841244161,0.0,0.8277494901474309,0.0,0.0,0.0,0.0
48,22351830,0.1881248841244161,0.0,0.8277494901474309,0.0,0.0,0.0,0.0
49,13454871,0.1881248841244161,0.0,0.8277494901474309,0.0,0.0,0.0,0.0
50,95429627,0.18403022161096744,0.5060831094301604,0.0,0.0,0.0,0.0,0.0
51,24679149,0.18317507862973467,0.0,0.8059703459708326,0.0,0.0,0.0,0.0
52,20393721,0.18181818181818182,0.0,0.0,1.0,0.0,0.0,0.0
53,27756469,0.18181818181818182,0.0,0.0,1.0,0.0,0.0,0.0
54,20565486,0.18181818181818182,0.0,0.0,1.0,0.0,0.0,0.0
55,19506295,0.18181818181818182,0.0,0.0,1.0,0.0,0.0,0.0
56,17252448,0.18181818181818182,0.0,0.0,1.0,0.0,0.0,0.0
57,16300459,0.18181818181818182,0.0,0.0,1.0,0.0,0.0,0.0
58,16605640,0.18181818181818182,0.0,0.0,1.0,0.0,0.0,0.0
59,17407184,0.18181818181818182,0.0,0.0,1.0,0.0,0.0,0.0
60,21060367,0.18181818181818182,0.0,0.0,1.0,0.0,0.0,0.0
61,13264796,0.18181818181818182,0.0,0.0,1.0,0.0,0.0,0.0
62,10553553,0.18181818181818182,0.0,0.0,1.0,0.0,0.0,0.0
63,10247517,0.18181818181818182,0.0,0.0,1.0,0.0,0.0,0.0
64,11919526,0.18181818181818182,0.0,0.0,1.0,0.0,0.0,0.0
65,10751444,0.18181818181818182,0.0,0.0,1.0,0.0,0.0,0.0
66,14667957,0.18181818181818182,0.0,0.0,1.0,0.0,0.0,0.0
67,25867805,0.18181818181818182,0.0,0.0,1.0,0.0,0.0,0.0
68,27182111,0.18181818181818182,0.0,0.0,1.0,0.0,0.0,0.0
69,46772262,0.18181818181818182,0.0,0.0,1.0,0.0,0.0,0.0
70,70750649,0.18181818181818182,0.0,0.0,1.0,0.0,0.0,0.0
71,83338413,0.18181818181818182,0.0,0.0,1.0,0.0,0.0,0.0
72,74512244,0.18181818181818182,0.0,0.0,1.0,0.0,0.0,0.0
73,95714702,0.18181818181818182,0.0,0.0,1.0,0.0,0.0,0.0
74,95970987,0.18181818181818182,0.0,0.0,1.0,0.0,0.0,0.0
75,74552449,0.18181818181818182,0.0,0.0,1.0,0.0,0.0,0.0
76,95792386,0.18181818181818182,0.0,0.0,1.0,0.0,0.0,0.0
77,60004873,0.18181818181818182,0.0,0.0,1.0,0.0,0.0,0.0
78,37335325,0.18181818181818182,0.0,0.0,1.0,0.0,0.0,0.0
79,36107065,0.18181818181818182,0.0,0.0,1.0,0.0,0.0,0.0
80,45475027,0.18181818181818182,0.0,0.0,1.0,0.0,0.0,0.0
81,39970711,0.18181818181818182,0.0,0.0,1.0,0.0,0.0,0.0
82,39470264,0.18181818181818182,0.0,0.0,1.0,0.0,0.0,0.0
83,27917969,0.18181818181818182,0.0,0.0,1.0,0.0,0.0,0.0
84,50222417,0.18181818181818182,0.0,0.0,1.0,0.0,0.0,0.0
85,26767199,0.18181818181818182,0.0,0.0,1.0,0.0,0.0,0.0
86,24647794,0.18181818181818182,0.0,0.0,1.0,0.0,0.0,0.0
87,28815362,0.18181818181818182,0.0,0.0,1.0,0.0,0.0,0.0
88,28973180,0.18181818181818182,0.0,0.0,1.0,0.0,0.0,0.0
89,31273310,0.18181818181818182,0.0,0.0,1.0,0.0,0.0,0.0
90,31273413,0.18181818181818182,0.0,0.0,1.0,0.0,0.0,0.0
91,30127072,0.18181818181818182,0.0,0.0,1.0,0.0,0.0,0.0
92,29792535,0.18181818181818182,0.0,0.0,1.0,0.0,0.0,0.0
93,29208172,0.18181818181818182,0.0,0.0,1.0,0.0,0.0,0.0
94,29177904,0.18181818181818182,0.0,0.0,1.0,0.0,0.0,0.0
95,38087844,0.1811975963428276,0.0,0.7972694239084414,0.0,0.0,0.0,0.0
96,47603843,0.1811975963428276,0.0,0.7972694239084414,0.0,0.0,0.0,0.0
97,12415691,0.180889466912562,0.4974460340095455,0.0,0.0,0.0,0.0,0.0
98,19796840,0.17948960916626416,0.0,0.7897542803315624,0.0,0.0,0.0,0.0
99,28790806,0.17948960916626416,0.0,0.7897542803315624,0.0,0.0,0.0,0.0
100,50328713,0.16686119510967648,0.45886828655161027,0.0,0.0,0.0,0.0,0.0
101,12635195,0.16301552429476748,0.4482926918106106,0.0,0.0,0.0,0.0,0.0
102,92246939,0.15824098270512177,0.0,0.6962603239025358,0.0,0.0,0.0,0.0
103,28126340,0.15405131937042482,0.0,0.6778258052298692,0.0,0.0,0.0,0.0
104,25718772,0.15372454357616142,0.0,0.6763879917351102,0.0,0.0,0.0,0.0
105,19396040,0.1488705966222391,0.4093941407111575,0.0,0.0,0.0,0.0,0.0
106,10624813,0.14852547650029002,0.40844506037579753,0.0,0.0,0.0,0.0,0.0
107,89740812,0.14570112067713611,0.0,0.6410849309793989,0.0,0.0,0.0,0.0
108,28897981,0.14263426225023268,0.0,0.6275907539010238,0.0,0.0,0.0,0.0
109,22946204,0.139767117476354,0.38435957305997354,0.0,0.0,0.0,0.0,0.0
110,23085604,0.1360998410437065,0.0,0.5988393005923087,0.0,0.0,0.0,0.0
111,51724595,0.1349096844800678,0.0,0.5936026117122983,0.0,0.0,0.0,0.0
112,37242217,0.1349096844800678,0.0,0.5936026117122983,0.0,0.0,0.0,0.0
113,99124477,0.1349096844800678,0.0,0.5936026117122983,0.0,0.0,0.0,0.0
114,20748926,0.12395465609091193,0.0,0.5454004868000125,0.0,0.0,0.0,0.0
115,22259768,0.12251447909333327,0.0,0.5390637080106664,0.0,0.0,0.0,0.0
116,15281412,0.1161915475287643,0.0,0.511242809126563,0.0,0.0,0.0,0.0
117,24643412,0.11595375770672307,0.0,0.5101965339095815,0.0,0.0,0.0,0.0
118,12546838,0.10106364255526738,0.2779250170269853,0.0,0.0,0.0,0.0,0.0
119,10945968,0.08181818181818182,0.0,0.0,0.0,0.0,0.0,0.9
120,17213671,0.08181818181818182,0.0,0.0,0.0,0.0,0.0,0.9
121,13888506,0.08181818181818182,0.0,0.0,0.0,0.0,0.0,0.9
122,15423153,0.08181818181818182,0.0,0.0,0.0,0.0,0.0,0.9
123,21868149,0.08181818181818182,0.0,0.0,0.0,0.0,0.0,0.9
124,10909673,0.08181818181818182,0.0,0.0,0.0,0.0,0.0,0.9
125,20993320,0.08181818181818182,0.0,0.0,0.0,0.0,0.0,0.9
126,11333660,0.08181818181818182,0.0,0.0,0.0,0.0,0.0,0.9
127,19503224,0.08181818181818182,0.0,0.0,0.0,0.0,0.0,0.9
128,93988900,0.08181818181818182,0.0,0.0,0.0,0.0,0.0,0.9
129,33236701,0.08181818181818182,0.0,0.0,0.0,0.0,0.0,0.9
130,34046031,0.08181818181818182,0.0,0.0,0.0,0.0,0.0,0.9
131,58879993,0.08181818181818182,0.0,0.0,0.0,0.0,0.0,0.9
132,87520378,0.08181818181818182,0.0,0.0,0.0,0.0,0.0,0.9
133,29746235,0.08181818181818182,0.0,0.0,0.0,0.0,0.0,0.9
134,30288581,0.08181818181818182,0.0,0.0,0.0,0.0,0.0,0.9
135,32720816,0.08181818181818182,0.0,0.0,0.0,0.0,0.0,0.9
136,85417107,0.08181818181818182,0.0,0.0,0.0,0.0,0.0,0.9
137,58915642,0.08181818181818182,0.0,0.0,0.0,0.0,0.0,0.9
138,22968380,0.08181818181818182,0.0,0.0,0.0,0.0,0.0,0.9
139,26410763,0.08181818181818182,0.0,0.0,0.0,0.0,0.0,0.9
140,26676567,0.08181818181818182,0.0,0.0,0.0,0.0,0.0,0.9
141,76196367,0.08181818181818182,0.0,0.0,0.0,0.0,0.0,0.9
142,68460556,0.08181818181818182,0.0,0.0,0.0,0.0,0.0,0.9
143,51508889,0.08181818181818182,0.0,0.0,0.0,0.0,0.0,0.9
144,14508237,0.08181818181818182,0.0,0.0,0.0,0.0,0.0,0.9
145,19545827,0.08181818181818182,0.0,0.0,0.0,0.0,0.0,0.9
146,20969845,0.08181818181818182,0.0,0.0,0.0,0.0,0.0,0.9
147,16877897,0.051948051948051945,0.0,0.0,0.0,0.0,0.0,0.5714285714285714
148,11752500,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.5
149,58048626,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.5
150,98389424,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.5
151,77626587,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.5
152,22168194,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.5
153,17812897,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.5
154,15375009,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.5
155,21190805,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.5
156,18334783,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.5
157,12504278,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.5
158,17694572,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.5
159,11592605,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.5
160,29297973,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.5
161,22442947,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.5
162,31536294,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.5
163,29595906,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.5
164,27512470,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.5
165,14874322,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.5
166,15684810,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.5
167,11480899,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,17855844,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,18827609,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,19616406,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,19717385,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,19867922,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,18316239,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,14225422,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,16852973,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,12786012,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,13879043,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,17422560,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,11847784,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180,11763983,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181,22323967,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,21265194,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183,18155310,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,32947778,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,30163002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,27490876,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187,28419173,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,29149998,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,23914451,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,24184357,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,23155093,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,25676643,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,26202430,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,25824789,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,27018550,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,26780935,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,33176873,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,32977530,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,32896934,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,46258701,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201,41523474,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,38663892,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,34554248,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,49937469,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,57667857,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206,51769822,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,73077810,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,59962788,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209,93002334,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210,91930382,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211,86184722,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,87968870,0.0,0.0,0.0,0.0,0.0,0.0,0.0
